ba:fb:e4:c5:b0:a5,ba:fb:e4:c4:af:1a,d8:0d:17:2c:67:7f,d8:0d:17:2c:67:7e,24:81:3b:50:c9:e2,54:48:e6:a3:93:23,b4:fb:e4:c5:b0:a5,ba:fb:e4:c5:bd:e3,b4:fb:e4:c4:bd:e3,24:81:3b:2b:99:e1,24:81:3b:2b:99:e2,ba:fb:e4:c4:b0:a5,24:81:3b:2b:99:e0,b4:fb:e4:c5:bd:e3,c4:e9:84:fa:fe:d2,24:81:3b:52:ec:61,24:81:3b:52:ec:62,24:81:3b:2b:99:ee,24:81:3b:2b:99:ef,2c:56:dc:da:3e:90,24:81:3b:52:ec:60,2c:56:dc:da:3e:91,24:81:3b:2b:99:ed,2c:56:dc:da:3e:94,2c:56:dc:da:3e:95,b4:fb:e4:c4:af:1a,b4:fb:e4:c4:b0:a5,ba:fb:e4:c4:bd:e3,24:81:3b:50:c9:e0,1e:e8:29:ee:72:33,54:48:e6:a3:93:22,14:dd:a9:97:a4:f8,ba:fb:e4:c4:d2:73,18:e8:29:ed:72:33,ba:fb:e4:c5:d2:73,24:81:3b:50:c9:e1,18:e8:29:ee:72:33,1e:e8:29:e4:3e:31,1e:e8:29:ed:72:33,32:cd:a7:c1:89:0d,34:60:f9:63:80:30,14:cc:20:2c:3d:42,b4:fb:e4:c4:d2:73,c0:25:5c:a3:84:f1,c0:25:5c:a3:84:f0,c0:25:5c:a3:c8:c0,c0:25:5c:a3:c8:c1,00:08:2f:33:a0:91,00:08:2f:33:a0:90,00:08:2f:33:a0:98,00:08:2f:33:a0:95,00:08:2f:33:a0:94,54:b8:0a:10:f6:42,10:b3:d6:07:cd:41,92:8c:c8:40:47:fb,12:e8:a7:a1:61:95,10:b3:d6:07:cd:42,10:b3:d6:07:cd:40,b4:fb:e4:c5:d2:73,ce:80:59:cd:76:6c,10:b3:d6:07:cd:60,10:b3:d6:07:cd:61,c0:25:5c:a3:c8:c2,14:dd:a9:97:ce:58,1e:e8:29:e4:35:72,c2:56:27:c2:67:83,0e:76:84:a5:21:cd,24:81:3b:50:c9:ef,b4:fb:e4:c5:af:1a,24:81:3b:50:c9:ed,24:81:3b:50:c9:ee,24:81:3b:52:ec:6e,24:81:3b:52:ec:6f,ba:fb:e4:c5:af:1a,24:81:3b:52:ec:6d,10:b3:d6:07:cd:62,b8:d4:bc:21:5b:99,34:60:f9:63:7e:de,x,y,theta
-56.0,,-54,-68.0,-80.0,-74.0,-56.0,-74.0,,-67.0,-67.0,-48.0,,-74.0,,,-90.0,-72.0,-71.0,,-91.0,,-71.0,,,,-48.0,,,,,,,,,-81.0,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5907926754430206,-5.662575875395301,2.262891896487967
-44.0,,-58,-61.0,,-77.0,-44.0,-67.0,,,,-46.0,-66.0,-67.0,-63.0,-89.0,-89.0,-63.0,-63.0,-85.0,-89.0,,-63.0,,-91.0,,-46.0,-65.0,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5575726122812991,-5.40025517215614,-1.8232116319224247
-48.0,,-56,-57.0,-68.0,-97.0,-48.0,-73.0,,-40.0,-40.0,-42.0,-40.0,-73.0,-62.0,-85.0,-85.0,-50.0,-50.0,-61.0,-85.0,-61.0,-50.0,-79.0,-79.0,,-45.0,-60.0,-68.0,,,-80.0,,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.365452102999732,2.64283697307094,0.0500423125893914
-60.0,,-38,-46.0,-70.0,-81.0,-60.0,-76.0,-63.0,-52.0,-52.0,-50.0,-52.0,-76.0,-47.0,,,-60.0,-60.0,-70.0,,-70.0,-60.0,,,,-44.0,-69.0,,,,,,,,,,,-88.0,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.1054551398137988,-0.9311709112020414,1.5148812350091978
-63.0,,-44,-58.0,-72.0,-87.0,-63.0,-79.0,-67.0,-63.0,-63.0,-49.0,-63.0,-79.0,-62.0,,,-71.0,-71.0,,,,-71.0,,,,,-68.0,,,,,,,,-72.0,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.742570045628169,-2.08936749082334,1.503027644730336
-44.0,,-58,-53.0,-67.0,-96.0,-44.0,-70.0,,-42.0,-42.0,-37.0,-42.0,-70.0,-59.0,,-81.0,-48.0,-48.0,-53.0,-82.0,-54.0,-48.0,-73.0,-73.0,,-41.0,,-63.0,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57952216805532,-0.2417441992268699,0.0015069546966858
-51.0,,-40,-44.0,-76.0,-82.0,-51.0,-70.0,-71.0,-63.0,-63.0,-52.0,-63.0,-70.0,-48.0,,-94.0,-59.0,-59.0,-75.0,-92.0,-73.0,-59.0,-92.0,-94.0,,-52.0,-71.0,-75.0,,,-77.0,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8276965067073397,-0.1156602091905457,3.615676835329488
-76.0,,-60,-66.0,,,-76.0,-89.0,,,-65.0,-70.0,,-89.0,-47.0,,,-79.0,-79.0,-71.0,,-69.0,-79.0,-89.0,-89.0,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.025716676499621,4.663910889730939,2.3267684745619466
-73.0,,-58,-69.0,,-92.0,-73.0,-85.0,,,,-76.0,,-85.0,,,-94.0,-66.0,-66.0,-68.0,,,-65.0,-81.0,-81.0,,-72.0,,,,-80.0,,-87.0,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.004387660159272,5.399200942528485,-1.079844285035861
-58.0,,-49,-53.0,,-79.0,-58.0,-76.0,-71.0,-63.0,-62.0,-54.0,,-76.0,-50.0,,,-59.0,-60.0,-80.0,-91.0,-81.0,-59.0,,-86.0,,-57.0,-69.0,-82.0,,-74.0,-87.0,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6803239872100448,-1.9466838859476008,-0.0341111465920271
-53.0,,-51,-60.0,,,-53.0,-68.0,,-54.0,-54.0,-42.0,-54.0,-68.0,-60.0,-85.0,,-50.0,-49.0,-71.0,-84.0,-70.0,-50.0,-70.0,-71.0,,-40.0,,-62.0,,,-68.0,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.460306423036549,1.5605726808049318,0.035373069988855
-41.0,,-53,-59.0,-74.0,-86.0,-40.0,-58.0,-61.0,-63.0,-63.0,-39.0,-64.0,-58.0,-67.0,,,-48.0,-48.0,,,,-48.0,,-86.0,,-37.0,-60.0,,-95.0,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.062576588236165,-5.843096061243903,-1.6990458794368088
-61.0,,-43,-40.0,-71.0,-91.0,-62.0,-74.0,-72.0,-59.0,-60.0,-52.0,-59.0,-74.0,-51.0,,,,,-79.0,,-80.0,,,-91.0,,-51.0,,,,,-76.0,,,,,,,,-97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335487865909473,-0.3239419886575338,3.1902315324854973
-53.0,,-45,-41.0,-82.0,-78.0,-53.0,-73.0,-66.0,-54.0,-54.0,-53.0,-54.0,-73.0,-54.0,-86.0,-85.0,,,,-85.0,,,-83.0,-83.0,,,-63.0,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.0,,,,,,,,,,,,,,,-0.7765896844364418,-1.3807130199090514,-0.4074295321406685
-61.0,,-39,-41.0,,-82.0,-61.0,-76.0,,,,-53.0,,-77.0,-51.0,,,-62.0,-62.0,-76.0,,,-62.0,-88.0,-87.0,,-53.0,,,,-68.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3535849334749465,1.026304592561614,4.505528781282036
-60.0,,-40,-38.0,-86.0,-86.0,-59.0,-76.0,,-54.0,-54.0,-56.0,-53.0,-76.0,-44.0,,-82.0,-59.0,-59.0,-73.0,,-73.0,-59.0,,-85.0,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.495625333623642,1.189447355689398,4.449460147351544
-49.0,,-46,-54.0,,-82.0,-48.0,-64.0,-59.0,-50.0,-50.0,-26.0,-50.0,-64.0,-64.0,-78.0,-78.0,-42.0,-42.0,,-78.0,,-42.0,-78.0,-79.0,,-30.0,-62.0,,-92.0,,-65.0,,-78.0,,,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.331931978237636,-2.8626596700594624,5.993303962216146
-43.0,-71.0,-53,-65.0,-68.0,-95.0,-44.0,-68.0,-62.0,-49.0,-49.0,-47.0,-49.0,-68.0,-79.0,,,-46.0,-45.0,-52.0,-95.0,-53.0,-46.0,-69.0,-69.0,,-49.0,-65.0,,,,-78.0,,,,-68.0,,,,,,-91.0,,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,2.363949173993258,4.925283585801298,3.1058364345383347
-80.0,,-61,-62.0,,-94.0,-80.0,-91.0,,,,-65.0,,-92.0,-54.0,,-97.0,,,,-97.0,,,-81.0,-81.0,,-67.0,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.328564734227297,5.75148845329782,0.633602994984014
-48.0,,-47,-59.0,-73.0,,-48.0,-73.0,-61.0,-50.0,-49.0,-43.0,-50.0,-73.0,-68.0,,,-50.0,-50.0,-64.0,,-65.0,-50.0,-62.0,-62.0,,-44.0,-59.0,-76.0,,,-75.0,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2798602485717785,3.492043719613039,0.0641909025025101
-47.0,,-51,-55.0,-64.0,-85.0,-46.0,-68.0,-59.0,-50.0,-49.0,-32.0,-50.0,-69.0,-66.0,-75.0,-75.0,-44.0,-44.0,-70.0,,-72.0,-44.0,-76.0,-75.0,,-33.0,-60.0,-63.0,,-72.0,-65.0,,,,,,-97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9644148230779126,-2.221070097894312,0.4796789727832428
-42.0,,-50,-63.0,-80.0,-77.0,-42.0,-64.0,,,,-47.0,-70.0,-65.0,-60.0,-87.0,-87.0,-59.0,-59.0,,-81.0,,-59.0,,-89.0,,-46.0,-64.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.478851489168414,-5.657347552742898,4.177338132423444
-76.0,-72.0,-57,-65.0,-78.0,,-76.0,-89.0,-80.0,-65.0,-65.0,-70.0,-65.0,-90.0,-47.0,-92.0,-89.0,-78.0,-78.0,-69.0,,-66.0,-78.0,-91.0,-91.0,-67.0,-64.0,-80.0,,,,-94.0,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,-1.025716676499621,4.663910889730939,2.3267684745619466
-76.0,,-55,-56.0,,-96.0,-76.0,-88.0,,-67.0,-67.0,-67.0,-67.0,-88.0,-58.0,,,-64.0,-65.0,-81.0,,-82.0,-65.0,-88.0,-88.0,,-64.0,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.427226299658719,3.610514907666256,3.8586349774541535
,,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.941865257375568,6.708168540699193,1.227390927656672
-66.0,-61.0,-59,-74.0,-64.0,,-66.0,-79.0,,-58.0,-65.0,-60.0,-57.0,-79.0,-77.0,,,-66.0,-65.0,-52.0,,-52.0,-66.0,-69.0,-69.0,-62.0,-60.0,-71.0,-69.0,,,,-82.0,,-92.0,-70.0,,,,,,-78.0,-77.0,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,2.397914881205657,8.80596425453137,1.5778622390389332
-76.0,,-62,-57.0,-79.0,,-76.0,-91.0,,,,,-74.0,-92.0,,,,-71.0,-71.0,,,,-71.0,-81.0,-81.0,,,,-76.0,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5515689818397091,5.147864525890981,2.334752572371376
-60.0,-61.0,-61,-76.0,-78.0,,-61.0,-80.0,-71.0,-57.0,,-50.0,-58.0,-80.0,-72.0,,-93.0,-61.0,-61.0,-56.0,-91.0,-59.0,-61.0,-62.0,-61.0,-66.0,-48.0,-68.0,-78.0,,,,,,-89.0,-78.0,,,-86.0,,,-88.0,,,,,,,,,,,,-92.0,,,-92.0,-92.0,-89.0,,,,,,,,,,,,,,,,,,,,3.504899506323452,8.980546422449562,6.28592141929049
-74.0,,-59,-59.0,-79.0,,-74.0,-86.0,,-72.0,-71.0,-70.0,,-85.0,-50.0,,,-74.0,-74.0,-72.0,,-75.0,-74.0,-86.0,-86.0,-73.0,-68.0,,-79.0,,,,-89.0,,,-79.0,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.676702750401293,4.319785269683791,2.8414444618933525
-60.0,-80.0,-39,-37.0,,,-59.0,-77.0,-67.0,-53.0,-53.0,-56.0,-53.0,-77.0,-44.0,,,-59.0,-59.0,,-85.0,,-59.0,,-85.0,,-52.0,-65.0,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,-0.495625333623642,1.189447355689398,4.449460147351544
-76.0,-65.0,-60,-67.0,,,-76.0,-91.0,-85.0,,-73.0,-70.0,,-91.0,,,,-76.0,-75.0,-75.0,,,-76.0,-85.0,-86.0,-68.0,-66.0,-89.0,-91.0,,,,-81.0,,,,,,,,,,,,,,,,,,,,,-98.0,,,,-96.0,,,,,,,,,,,,,,,,,,,,,-2.026292334458684,4.918326470840337,1.719884655237775
-59.0,,-49,-60.0,-88.0,-75.0,-59.0,-75.0,-63.0,-66.0,-66.0,-52.0,-66.0,-75.0,-61.0,,,-75.0,-75.0,,,,-74.0,,,,-54.0,-61.0,-88.0,,-66.0,-77.0,,,,,,,-86.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.06992529635996,-5.4065945591271865,1.3931831261164271
-61.0,,-40,-40.0,,-81.0,-61.0,-74.0,,-61.0,-61.0,-51.0,,-74.0,-64.0,-82.0,,-62.0,-63.0,-85.0,-81.0,-81.0,-63.0,-95.0,-94.0,,-52.0,,,,-74.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6764361772158034,-2.3250175114596083,0.944642635084739
-58.0,,-61,-59.0,-85.0,-76.0,-58.0,-77.0,-66.0,-59.0,-59.0,-54.0,,-78.0,-51.0,,,-65.0,-65.0,,,,-65.0,,,,-50.0,-66.0,,,-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6629147417466047,-4.67217728203323,0.9444792985848486
-40.0,,-54,-62.0,,-92.0,-40.0,-61.0,-55.0,-48.0,,-33.0,-48.0,-61.0,-57.0,,-77.0,-51.0,-51.0,-66.0,,-66.0,-51.0,-83.0,-85.0,,-36.0,-51.0,-63.0,-92.0,,-66.0,,,,-63.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77630916418263,-1.953300260723319,2.918629480477916
-61.0,,-39,-46.0,,-80.0,-60.0,-76.0,-63.0,-52.0,-52.0,-50.0,-52.0,-76.0,-48.0,-88.0,-87.0,-60.0,-61.0,-71.0,,-69.0,-61.0,-95.0,-95.0,,-44.0,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1054551398137988,-0.9311709112020414,1.5148812350091978
-55.0,-85.0,-49,-55.0,,-91.0,-55.0,-79.0,-71.0,-63.0,-62.0,-53.0,-63.0,-79.0,-51.0,,,,,-73.0,,,,-88.0,-86.0,,-58.0,-79.0,,,-71.0,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5200425843220166,-0.6847024760308866,-0.3790476017326744
-44.0,,-44,-48.0,-67.0,-87.0,-45.0,-61.0,-53.0,-42.0,-42.0,-35.0,-42.0,-61.0,-59.0,-76.0,,,,-69.0,-80.0,-69.0,,-80.0,-80.0,,-36.0,-55.0,-68.0,-89.0,,-73.0,-82.0,,,-68.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642164351275847,-1.1414357869268574,3.450213687465293
-56.0,,-37,-42.0,-82.0,-81.0,-56.0,-76.0,,,,-55.0,,-76.0,,,,-60.0,-60.0,,,,-61.0,-89.0,-89.0,,-54.0,,,,,-83.0,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3632002773172785,0.3300874767505904,3.089263760335643
-46.0,-85.0,-50,-56.0,-63.0,-89.0,-46.0,-68.0,-60.0,-40.0,-40.0,-39.0,-40.0,-68.0,-64.0,-86.0,-86.0,-44.0,-44.0,-66.0,-86.0,-60.0,-44.0,-68.0,-68.0,,-39.0,-60.0,-63.0,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.552067942362116,0.1429765306049081,0.0182617621420181
-56.0,,-43,-54.0,-82.0,-82.0,-56.0,-74.0,,-60.0,,-47.0,,-74.0,-63.0,,-91.0,-62.0,-62.0,,,,-62.0,,,,-47.0,,-81.0,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0929622141607901,-4.962779872443984,1.680613505807586
-56.0,-79.0,-38,-37.0,-73.0,-85.0,-55.0,-81.0,,-60.0,-60.0,-58.0,-60.0,-82.0,-50.0,-87.0,,,,-83.0,-87.0,,,-91.0,-90.0,,-59.0,-67.0,-73.0,,,,,,,-73.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0784907416346284,1.1077924134550412,-1.788711422142536
-52.0,,-49,-60.0,,-74.0,-51.0,-72.0,,-60.0,,-37.0,,-72.0,-60.0,,,-62.0,-62.0,,,,-62.0,,,,-39.0,-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2665859876109036,-5.309046786210002,0.7913892815847825
-35.0,-69.0,-51,-62.0,,-84.0,-36.0,-56.0,-47.0,-43.0,-44.0,-30.0,-44.0,-56.0,-53.0,,,-54.0,-54.0,-70.0,-77.0,-69.0,-54.0,-81.0,-80.0,,-29.0,-44.0,-68.0,-90.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6815375778064814,-3.727658979529669,3.47994126867216
-58.0,,-50,-53.0,,-79.0,-58.0,-77.0,,-63.0,-63.0,-54.0,-63.0,-77.0,-50.0,-91.0,-91.0,-60.0,-60.0,,-91.0,,-60.0,-87.0,-88.0,,-56.0,,-82.0,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6803239872100448,-1.9466838859476008,-0.0341111465920271
-50.0,,-57,-59.0,,-76.0,-50.0,-72.0,,-78.0,,-40.0,-76.0,-72.0,-58.0,,,-60.0,-60.0,-80.0,,,-59.0,-96.0,-96.0,,,-65.0,,,-65.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970078772208912,-5.367119901636187,4.173331398802378
-61.0,,-36,-48.0,,-87.0,-61.0,-80.0,-72.0,-60.0,,-55.0,-61.0,-80.0,-57.0,-91.0,-91.0,-71.0,-71.0,-87.0,,,-71.0,-96.0,-95.0,,-52.0,-73.0,,,-67.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036875998023211,-2.487598183974665,2.726568551328094
-36.0,,-50,-64.0,-62.0,-84.0,-36.0,-62.0,,-47.0,-47.0,-39.0,-47.0,-62.0,-59.0,-84.0,,-49.0,-49.0,-64.0,,,-49.0,-81.0,-80.0,,-40.0,-60.0,-62.0,-86.0,,-60.0,,,,-62.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.631219622342773,-2.7493260547186567,2.9414744263925567
-52.0,,-49,-45.0,-68.0,-81.0,-52.0,,-59.0,-55.0,-55.0,-36.0,-54.0,,-45.0,,,-63.0,-63.0,,,,-63.0,-91.0,-91.0,-81.0,-34.0,-61.0,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6873914287807523,-0.9305953243820858,1.5116255638761895
-72.0,-67.0,-55,-70.0,-89.0,-92.0,-72.0,-85.0,,-73.0,-74.0,-70.0,-72.0,-85.0,-51.0,,,,,,,,,-81.0,-80.0,-70.0,-71.0,,-89.0,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.004387660159272,5.399200942528485,-1.079844285035861
-44.0,,-50,-58.0,,-83.0,-44.0,-59.0,-54.0,-47.0,-47.0,-30.0,-53.0,-59.0,-62.0,,,-45.0,-44.0,-65.0,,-65.0,-45.0,-78.0,-78.0,,-31.0,-52.0,-76.0,-92.0,,-67.0,,,,-76.0,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.984649164379888,-4.228891203089991,-0.3129909556612921
-61.0,-80.0,-33,-37.0,,-84.0,-61.0,-76.0,-68.0,-65.0,-65.0,-42.0,-65.0,-76.0,-59.0,-80.0,-81.0,,,,,,,,,,-46.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3093019610122,-2.55265591325598,1.7697581656897785
-37.0,,-50,-60.0,-61.0,-85.0,-37.0,-63.0,-57.0,-47.0,-47.0,-39.0,-47.0,-63.0,-61.0,-84.0,,-49.0,-49.0,-67.0,-84.0,-69.0,-49.0,-81.0,-80.0,,-41.0,-55.0,-62.0,-86.0,-80.0,-64.0,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.631219622342773,-2.7493260547186567,2.9414744263925567
-61.0,,-47,-44.0,-73.0,-94.0,-61.0,-82.0,,,,-57.0,,-82.0,-39.0,,-88.0,-62.0,-62.0,,-89.0,,-62.0,-92.0,-93.0,,,,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.591665814025593,0.9672509012598568,1.3058452696893428
-40.0,,-55,-60.0,,,-40.0,-58.0,,,,-39.0,,-58.0,-66.0,,,-48.0,-49.0,,,,-49.0,,-85.0,,-37.0,,,-96.0,-59.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.062576588236165,-5.843096061243903,-1.6990458794368088
-56.0,,-39,-42.0,-82.0,-80.0,-56.0,-76.0,,-62.0,-62.0,-55.0,,-76.0,-47.0,-89.0,-89.0,,,,-91.0,,,-90.0,-90.0,,-54.0,-76.0,-80.0,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3632002773172785,0.3300874767505904,3.089263760335643
-58.0,,-48,-53.0,-80.0,-79.0,-58.0,-76.0,-71.0,,-60.0,-54.0,-62.0,-76.0,-57.0,-89.0,,-60.0,-60.0,-81.0,,,-60.0,-88.0,-87.0,,-56.0,-70.0,-82.0,,,,,,,-80.0,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6803239872100448,-1.9466838859476008,-0.0341111465920271
-49.0,-65.0,-54,-62.0,-71.0,-94.0,-48.0,-71.0,-66.0,-51.0,-51.0,-52.0,-50.0,-71.0,-67.0,,-86.0,-48.0,-48.0,-61.0,,,-48.0,-71.0,-71.0,-65.0,-48.0,-60.0,-71.0,,,,-78.0,,,-71.0,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.010193697082932,5.463386549038717,0.086697320414861
-77.0,-70.0,-65,-57.0,,,-77.0,-92.0,-77.0,-74.0,-76.0,-65.0,-73.0,-91.0,-59.0,-96.0,,-66.0,-66.0,-72.0,,-71.0,-66.0,-84.0,-84.0,-70.0,-68.0,,,,-79.0,-82.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6244334085050882,3.8088347391908215,-0.2017518905982287
-72.0,-74.0,-63,-49.0,-79.0,-96.0,-73.0,-91.0,,-61.0,-61.0,-60.0,-61.0,-92.0,-59.0,,,-67.0,-68.0,-77.0,,-77.0,-67.0,-85.0,-85.0,-77.0,-64.0,-85.0,,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217948355391072,3.488195215986767,4.701415809099967
-61.0,,-42,-43.0,,-88.0,-61.0,-80.0,-71.0,-60.0,-60.0,-61.0,-60.0,-80.0,-48.0,,,-64.0,-64.0,,-94.0,,-64.0,-88.0,-88.0,,,-71.0,-73.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6067121782330833,0.4917422581553461,1.019435290876849
-60.0,,-42,-40.0,-78.0,-80.0,-60.0,-74.0,,,,-51.0,-60.0,-74.0,-63.0,-83.0,-82.0,-62.0,-63.0,,,,-62.0,,,,-51.0,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6764361772158034,-2.3250175114596083,0.944642635084739
-73.0,-71.0,-59,-60.0,,,-74.0,-86.0,-77.0,,,-70.0,,-85.0,-48.0,,,-74.0,-74.0,-74.0,,-74.0,-74.0,-84.0,-85.0,-73.0,-68.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.676702750401293,4.319785269683791,2.8414444618933525
-72.0,-67.0,-61,-62.0,,,-72.0,-88.0,,,,-64.0,,-88.0,-52.0,,,-68.0,-68.0,,,,-68.0,-74.0,-74.0,,-67.0,,,,,,-84.0,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842906792988657,5.795383269661001,3.2667743411327024
-44.0,,-58,-61.0,,-77.0,-44.0,-67.0,-64.0,-66.0,-67.0,-47.0,-66.0,-67.0,-65.0,,,-63.0,-63.0,,,-86.0,-63.0,,-91.0,,-47.0,-64.0,,,,-73.0,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5575726122812991,-5.40025517215614,-1.8232116319224247
-53.0,-74.0,-53,-60.0,-65.0,-94.0,-53.0,-70.0,,-38.0,-39.0,-38.0,-39.0,-70.0,-66.0,-77.0,-77.0,-44.0,-43.0,,,-69.0,-44.0,-68.0,-68.0,-72.0,-40.0,,-65.0,,,-64.0,,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.515069314457977,0.8887169827446488,0.0315415690446226
